EmployeeNumber,Age,Department,OverTime,Nivel_Risco,Probabilidade
5356,20,Sales,No,🔴 CRÍTICO,0.7107547
38168,55,Research & Development,Yes,🔴 CRÍTICO,0.7107144
43833,45,Research & Development,No,🔴 CRÍTICO,0.71068805
27095,49,Research & Development,No,🔴 CRÍTICO,0.7106681
21783,29,Research & Development,No,🔴 CRÍTICO,0.71058935
44285,32,Research & Development,No,🔴 CRÍTICO,0.7105437
10103,36,Sales,No,🔴 CRÍTICO,0.7104559
21770,21,Research & Development,No,🔴 CRÍTICO,0.7103975
43449,54,Research & Development,No,🔴 CRÍTICO,0.7103021
15410,52,Research & Development,No,🔴 CRÍTICO,0.7102243
21851,22,Sales,No,🔴 CRÍTICO,0.71022195
29998,50,Research & Development,No,🔴 CRÍTICO,0.710209
6922,29,Human Resources,No,🔴 CRÍTICO,0.7101658
46137,52,Research & Development,Yes,🔴 CRÍTICO,0.71015525
48944,54,Research & Development,No,🔴 CRÍTICO,0.7101346
45903,22,Human Resources,Yes,🔴 CRÍTICO,0.7101093
34896,47,Research & Development,No,🔴 CRÍTICO,0.710104
7695,24,Research & Development,No,🔴 CRÍTICO,0.71009177
32530,28,Research & Development,Yes,🔴 CRÍTICO,0.71008855
33475,28,Research & Development,No,🔴 CRÍTICO,0.709952
41680,30,Research & Development,No,🔴 CRÍTICO,0.70989496
43077,58,Human Resources,No,🔴 CRÍTICO,0.70987517
47039,37,Sales,No,🔴 CRÍTICO,0.70983744
25478,44,Research & Development,No,🔴 CRÍTICO,0.7097498
12617,58,Sales,No,🔴 CRÍTICO,0.70971286
1599,33,Research & Development,Yes,🔴 CRÍTICO,0.7096608
32980,28,Research & Development,No,🔴 CRÍTICO,0.7096002
39107,28,Human Resources,No,🔴 CRÍTICO,0.70952034
18009,47,Research & Development,Yes,🔴 CRÍTICO,0.7094664
40739,27,Human Resources,No,🔴 CRÍTICO,0.7094619
3654,19,Human Resources,No,🔴 CRÍTICO,0.709453
39757,35,Human Resources,Yes,🔴 CRÍTICO,0.7094439
14224,40,Research & Development,No,🔴 CRÍTICO,0.70942914
48590,35,Research & Development,No,🔴 CRÍTICO,0.70936483
3246,42,Research & Development,No,🔴 CRÍTICO,0.7093339
40789,34,Research & Development,No,🔴 CRÍTICO,0.7093155
2609,57,Sales,Yes,🔴 CRÍTICO,0.7092762
17937,19,Sales,No,🔴 CRÍTICO,0.7090739
21764,35,Sales,No,🔴 CRÍTICO,0.70900995
44937,33,Sales,Yes,🔴 CRÍTICO,0.7090047
13638,41,Research & Development,Yes,🔴 CRÍTICO,0.7088754
8457,59,Sales,No,🔴 CRÍTICO,0.70887214
18640,41,Human Resources,No,🔴 CRÍTICO,0.7088612
28188,28,Research & Development,No,🔴 CRÍTICO,0.7088507
49120,26,Sales,Yes,🔴 CRÍTICO,0.70883316
30236,22,Sales,No,🔴 CRÍTICO,0.70880103
2124,59,Sales,No,🔴 CRÍTICO,0.7087701
14034,41,Research & Development,No,🔴 CRÍTICO,0.7087312
44941,39,Research & Development,No,🔴 CRÍTICO,0.70872605
23372,54,Sales,No,🔴 CRÍTICO,0.7086786
20076,48,Research & Development,No,🔴 CRÍTICO,0.7086495
45255,46,Human Resources,No,🔴 CRÍTICO,0.70861703
43041,56,Sales,No,🔴 CRÍTICO,0.708586
8671,24,Research & Development,No,🔴 CRÍTICO,0.70857453
40281,47,Research & Development,No,🔴 CRÍTICO,0.7085714
9546,59,Research & Development,Yes,🔴 CRÍTICO,0.70851296
47874,40,Research & Development,No,🔴 CRÍTICO,0.7084369
28716,42,Research & Development,No,🔴 CRÍTICO,0.7084004
18196,28,Sales,No,🔴 CRÍTICO,0.708399
12137,26,Research & Development,No,🔴 CRÍTICO,0.7083892
20097,46,Research & Development,No,🔴 CRÍTICO,0.70838696
13455,19,Human Resources,Yes,🔴 CRÍTICO,0.70834804
47809,29,Research & Development,No,🔴 CRÍTICO,0.7083219
5925,50,Sales,No,🔴 CRÍTICO,0.70831865
36155,35,Research & Development,No,🔴 CRÍTICO,0.7082369
16954,55,Research & Development,Yes,🔴 CRÍTICO,0.7082361
42329,54,Sales,No,🔴 CRÍTICO,0.70821905
3024,26,Sales,No,🔴 CRÍTICO,0.7082041
9923,39,Research & Development,No,🔴 CRÍTICO,0.70819116
19240,32,Human Resources,No,🔴 CRÍTICO,0.70812553
12144,57,Research & Development,No,🔴 CRÍTICO,0.70808154
6051,28,Research & Development,No,🔴 CRÍTICO,0.70805556
972,23,Research & Development,No,🔴 CRÍTICO,0.708004
37810,47,Sales,No,🔴 CRÍTICO,0.70800066
48127,21,Research & Development,No,🔴 CRÍTICO,0.7079834
2050,49,Research & Development,No,🔴 CRÍTICO,0.7079342
47635,28,Research & Development,No,🔴 CRÍTICO,0.7079322
34356,36,Sales,No,🔴 CRÍTICO,0.70790285
42325,32,Research & Development,No,🔴 CRÍTICO,0.70785403
7376,25,Research & Development,No,🔴 CRÍTICO,0.7078516
37440,43,Research & Development,Yes,🔴 CRÍTICO,0.7077907
16395,28,Sales,No,🔴 CRÍTICO,0.7077517
41951,21,Research & Development,No,🔴 CRÍTICO,0.707704
27078,49,Human Resources,No,🔴 CRÍTICO,0.70763654
33154,28,Human Resources,No,🔴 CRÍTICO,0.7076233
45356,26,Research & Development,No,🔴 CRÍTICO,0.7075728
44620,29,Sales,No,🔴 CRÍTICO,0.70750403
4226,38,Research & Development,No,🔴 CRÍTICO,0.7074753
8859,21,Sales,Yes,🔴 CRÍTICO,0.7074662
40684,29,Human Resources,No,🔴 CRÍTICO,0.70746356
10994,32,Research & Development,No,🔴 CRÍTICO,0.70744914
5236,21,Research & Development,No,🔴 CRÍTICO,0.7074033
23422,49,Research & Development,Yes,🔴 CRÍTICO,0.70739865
9929,34,Research & Development,No,🔴 CRÍTICO,0.7073922
42231,47,Research & Development,Yes,🔴 CRÍTICO,0.70735556
716,21,Research & Development,No,🔴 CRÍTICO,0.70732415
20180,28,Human Resources,No,🔴 CRÍTICO,0.70727855
21913,47,Sales,No,🔴 CRÍTICO,0.7072706
47974,46,Sales,No,🔴 CRÍTICO,0.7072164
18874,41,Sales,No,🔴 CRÍTICO,0.7072067
27260,53,Sales,No,🔴 CRÍTICO,0.70720446
39472,52,Research & Development,No,🔴 CRÍTICO,0.7071645
28780,28,Research & Development,No,🔴 CRÍTICO,0.7071538
46362,59,Human Resources,Yes,🔴 CRÍTICO,0.7070744
45359,50,Sales,Yes,🔴 CRÍTICO,0.70707136
641,49,Research & Development,Yes,🔴 CRÍTICO,0.7070184
13715,50,Research & Development,No,🔴 CRÍTICO,0.70701265
42954,45,Research & Development,No,🔴 CRÍTICO,0.7069935
21804,37,Research & Development,No,🔴 CRÍTICO,0.70692354
42184,20,Research & Development,No,🔴 CRÍTICO,0.7068653
33466,42,Research & Development,No,🔴 CRÍTICO,0.7068529
24672,21,Research & Development,No,🔴 CRÍTICO,0.7068415
13659,41,Sales,No,🔴 CRÍTICO,0.7068124
12514,21,Research & Development,Yes,🔴 CRÍTICO,0.70677394
29054,22,Research & Development,No,🔴 CRÍTICO,0.7067593
6887,54,Human Resources,Yes,🔴 CRÍTICO,0.7067544
41712,26,Research & Development,No,🔴 CRÍTICO,0.7067088
40963,41,Human Resources,Yes,🔴 CRÍTICO,0.7067029
27569,19,Sales,No,🔴 CRÍTICO,0.7066925
21173,35,Human Resources,Yes,🔴 CRÍTICO,0.70669216
31074,22,Sales,No,🔴 CRÍTICO,0.70665985
44848,35,Research & Development,No,🔴 CRÍTICO,0.70663625
4903,29,Research & Development,No,🔴 CRÍTICO,0.70658845
48088,48,Research & Development,Yes,🔴 CRÍTICO,0.706542
29307,38,Research & Development,No,🔴 CRÍTICO,0.70653063
14673,21,Sales,No,🔴 CRÍTICO,0.70652723
29635,51,Sales,No,🔴 CRÍTICO,0.70649153
23737,58,Research & Development,No,🔴 CRÍTICO,0.70648795
4422,25,Sales,No,🔴 CRÍTICO,0.7064806
20010,49,Research & Development,No,🔴 CRÍTICO,0.706417
18415,41,Research & Development,No,🔴 CRÍTICO,0.7063915
22625,28,Sales,No,🔴 CRÍTICO,0.70629823
30205,27,Research & Development,No,🔴 CRÍTICO,0.70626295
6902,24,Sales,No,🔴 CRÍTICO,0.706239
26708,51,Research & Development,No,🔴 CRÍTICO,0.70621926
18866,26,Human Resources,No,🔴 CRÍTICO,0.7061933
33759,42,Research & Development,No,🔴 CRÍTICO,0.70609397
6061,48,Sales,No,🔴 CRÍTICO,0.70608205
44616,22,Sales,Yes,🔴 CRÍTICO,0.7060368
22963,53,Research & Development,No,🔴 CRÍTICO,0.705999
42214,37,Research & Development,No,🔴 CRÍTICO,0.70599675
22195,49,Research & Development,No,🔴 CRÍTICO,0.7059597
49887,42,Research & Development,No,🔴 CRÍTICO,0.70591664
49020,38,Research & Development,Yes,🔴 CRÍTICO,0.7058949
48147,37,Sales,No,🔴 CRÍTICO,0.7058575
29472,48,Research & Development,No,🔴 CRÍTICO,0.7058484
30673,32,Research & Development,No,🔴 CRÍTICO,0.7056916
30770,52,Research & Development,Yes,🔴 CRÍTICO,0.7056887
6929,30,Research & Development,Yes,🔴 CRÍTICO,0.70568717
16530,55,Research & Development,No,🔴 CRÍTICO,0.70562536
21274,53,Sales,Yes,🔴 CRÍTICO,0.7055762
22830,28,Research & Development,Yes,🔴 CRÍTICO,0.7055712
29455,41,Research & Development,Yes,🔴 CRÍTICO,0.70554566
25122,50,Research & Development,No,🔴 CRÍTICO,0.70553756
9346,41,Research & Development,No,🔴 CRÍTICO,0.70553106
20852,42,Human Resources,No,🔴 CRÍTICO,0.7054881
33183,26,Research & Development,No,🔴 CRÍTICO,0.7054727
27429,29,Human Resources,No,🔴 CRÍTICO,0.70547056
20699,25,Research & Development,Yes,🔴 CRÍTICO,0.70545906
20820,51,Research & Development,No,🔴 CRÍTICO,0.7054477
42166,58,Research & Development,No,🔴 CRÍTICO,0.7053811
36440,28,Human Resources,No,🔴 CRÍTICO,0.70537543
36946,37,Research & Development,No,🔴 CRÍTICO,0.7052681
3073,52,Research & Development,Yes,🔴 CRÍTICO,0.7051423
43820,59,Human Resources,Yes,🔴 CRÍTICO,0.70511824
38847,51,Research & Development,No,🔴 CRÍTICO,0.70509404
32895,42,Research & Development,No,🔴 CRÍTICO,0.705091
26211,27,Human Resources,No,🔴 CRÍTICO,0.705049
36244,48,Research & Development,No,🔴 CRÍTICO,0.7050099
64,58,Sales,Yes,🔴 CRÍTICO,0.704986
35266,46,Research & Development,No,🔴 CRÍTICO,0.70498025
18681,48,Research & Development,No,🔴 CRÍTICO,0.7049602
14460,42,Research & Development,Yes,🔴 CRÍTICO,0.7049482
3605,38,Research & Development,No,🔴 CRÍTICO,0.7049069
21968,30,Human Resources,No,🔴 CRÍTICO,0.70489913
46788,35,Research & Development,No,🔴 CRÍTICO,0.70489526
37531,32,Research & Development,No,🔴 CRÍTICO,0.704891
29443,37,Research & Development,No,🔴 CRÍTICO,0.70489067
43940,34,Sales,Yes,🔴 CRÍTICO,0.7048861
40985,34,Research & Development,No,🔴 CRÍTICO,0.70488113
13122,29,Research & Development,Yes,🔴 CRÍTICO,0.70466685
4643,49,Human Resources,No,🔴 CRÍTICO,0.70458835
18953,40,Research & Development,No,🔴 CRÍTICO,0.704541
22431,28,Research & Development,No,🔴 CRÍTICO,0.704533
3769,29,Human Resources,No,🔴 CRÍTICO,0.70441246
22271,42,Research & Development,Yes,🔴 CRÍTICO,0.70437604
41119,28,Research & Development,No,🔴 CRÍTICO,0.70435596
4957,42,Human Resources,Yes,🔴 CRÍTICO,0.7043122
28922,28,Sales,No,🔴 CRÍTICO,0.7042127
36936,18,Research & Development,No,🔴 CRÍTICO,0.7041332
10528,52,Sales,No,🔴 CRÍTICO,0.7041149
18516,23,Research & Development,No,🔴 CRÍTICO,0.7041076
48198,30,Research & Development,No,🔴 CRÍTICO,0.70408124
43791,21,Research & Development,No,🔴 CRÍTICO,0.7039862
5487,33,Research & Development,No,🔴 CRÍTICO,0.7039821
33713,22,Research & Development,No,🔴 CRÍTICO,0.70393074
21256,25,Sales,No,🔴 CRÍTICO,0.7039287
35574,34,Research & Development,No,🔴 CRÍTICO,0.7039237
35049,54,Research & Development,No,🔴 CRÍTICO,0.7038849
20697,51,Research & Development,No,🔴 CRÍTICO,0.70386016
11457,59,Research & Development,Yes,🔴 CRÍTICO,0.7038547
5426,23,Sales,No,🔴 CRÍTICO,0.7038226
26697,51,Human Resources,Yes,🔴 CRÍTICO,0.7038174
33081,41,Sales,No,🔴 CRÍTICO,0.7037851
36180,52,Research & Development,Yes,🔴 CRÍTICO,0.7037325
7124,19,Research & Development,No,🔴 CRÍTICO,0.7037039
49648,26,Research & Development,No,🔴 CRÍTICO,0.7036533
28804,39,Research & Development,No,🔴 CRÍTICO,0.70362836
11540,22,Research & Development,No,🔴 CRÍTICO,0.70361894
2671,29,Research & Development,No,🔴 CRÍTICO,0.70355076
9515,45,Research & Development,Yes,🔴 CRÍTICO,0.7034936
1356,26,Research & Development,No,🔴 CRÍTICO,0.703479
46323,56,Sales,No,🔴 CRÍTICO,0.70344
42318,35,Sales,Yes,🔴 CRÍTICO,0.70344
32760,35,Sales,No,🔴 CRÍTICO,0.7034263
35675,53,Sales,No,🔴 CRÍTICO,0.70342034
23632,29,Research & Development,No,🔴 CRÍTICO,0.7033529
28722,31,Research & Development,No,🔴 CRÍTICO,0.7033329
29772,22,Research & Development,No,🔴 CRÍTICO,0.7031942
26359,57,Research & Development,Yes,🔴 CRÍTICO,0.70317537
45274,28,Research & Development,No,🔴 CRÍTICO,0.7031394
6756,50,Research & Development,No,🔴 CRÍTICO,0.7031304
2121,25,Research & Development,No,🔴 CRÍTICO,0.7030764
31711,47,Research & Development,No,🔴 CRÍTICO,0.70296395
21663,51,Research & Development,No,🔴 CRÍTICO,0.70295304
22034,34,Sales,No,🔴 CRÍTICO,0.7028874
32522,48,Sales,No,🔴 CRÍTICO,0.70284534
28330,19,Research & Development,No,🔴 CRÍTICO,0.7028259
42105,18,Research & Development,No,🔴 CRÍTICO,0.7028076
27637,39,Research & Development,No,🔴 CRÍTICO,0.7027952
13338,46,Sales,Yes,🔴 CRÍTICO,0.7027192
37143,27,Research & Development,No,🔴 CRÍTICO,0.70259136
7057,30,Research & Development,No,🔴 CRÍTICO,0.7025544
12370,54,Research & Development,No,🔴 CRÍTICO,0.7025488
31406,51,Research & Development,Yes,🔴 CRÍTICO,0.70254385
45697,54,Sales,Yes,🔴 CRÍTICO,0.70250547
40247,28,Sales,No,🔴 CRÍTICO,0.7024999
45498,44,Human Resources,No,🔴 CRÍTICO,0.70247406
38328,36,Research & Development,No,🔴 CRÍTICO,0.70245063
1862,29,Sales,Yes,🔴 CRÍTICO,0.70236564
41076,51,Human Resources,No,🔴 CRÍTICO,0.7023272
29766,33,Research & Development,No,🔴 CRÍTICO,0.7022898
36841,35,Research & Development,No,🔴 CRÍTICO,0.7022743
40427,58,Research & Development,No,🔴 CRÍTICO,0.7022687
18424,19,Sales,Yes,🔴 CRÍTICO,0.70226485
36161,34,Sales,No,🔴 CRÍTICO,0.702253
6297,37,Research & Development,Yes,🔴 CRÍTICO,0.7022233
14512,36,Sales,Yes,🔴 CRÍTICO,0.7022117
37418,33,Sales,No,🔴 CRÍTICO,0.7021991
46075,47,Research & Development,No,🔴 CRÍTICO,0.7021376
12162,35,Sales,No,🔴 CRÍTICO,0.7021272
10878,37,Research & Development,Yes,🔴 CRÍTICO,0.7021173
33564,45,Research & Development,No,🔴 CRÍTICO,0.702092
17581,22,Research & Development,No,🔴 CRÍTICO,0.70208484
39080,28,Research & Development,No,🔴 CRÍTICO,0.70199955
49818,43,Sales,No,🔴 CRÍTICO,0.7019847
19530,27,Research & Development,No,🔴 CRÍTICO,0.7019723
12567,23,Human Resources,No,🔴 CRÍTICO,0.7018602
33324,52,Research & Development,No,🔴 CRÍTICO,0.7017435
296,30,Research & Development,No,🔴 CRÍTICO,0.70166165
47754,30,Research & Development,No,🔴 CRÍTICO,0.70165634
30965,23,Research & Development,No,🔴 CRÍTICO,0.70163643
36694,45,Research & Development,No,🔴 CRÍTICO,0.70160306
40603,40,Human Resources,No,🔴 CRÍTICO,0.70159435
5251,43,Sales,No,🔴 CRÍTICO,0.7015622
32989,35,Research & Development,No,🔴 CRÍTICO,0.70146567
11440,46,Sales,Yes,🔴 CRÍTICO,0.70144325
6116,32,Research & Development,No,🔴 CRÍTICO,0.70142394
1197,20,Research & Development,No,🔴 CRÍTICO,0.7014185
6793,59,Research & Development,Yes,🔴 CRÍTICO,0.70136654
16944,26,Sales,No,🔴 CRÍTICO,0.70136106
33309,40,Research & Development,No,🔴 CRÍTICO,0.70136076
40270,30,Research & Development,No,🔴 CRÍTICO,0.70124763
21997,46,Sales,Yes,🔴 CRÍTICO,0.7012457
30820,38,Research & Development,No,🔴 CRÍTICO,0.7012342
3713,30,Sales,No,🔴 CRÍTICO,0.7011721
33878,36,Research & Development,No,🔴 CRÍTICO,0.70115143
7494,44,Research & Development,No,🔴 CRÍTICO,0.70109004
19772,40,Research & Development,No,🔴 CRÍTICO,0.7010661
43244,24,Research & Development,No,🔴 CRÍTICO,0.70101964
38848,34,Sales,No,🔴 CRÍTICO,0.7010168
44135,39,Research & Development,No,🔴 CRÍTICO,0.70100904
13054,52,Human Resources,No,🔴 CRÍTICO,0.70097554
919,29,Sales,No,🔴 CRÍTICO,0.7009439
22780,31,Research & Development,Yes,🔴 CRÍTICO,0.70091224
15108,22,Research & Development,No,🔴 CRÍTICO,0.7008497
34487,45,Research & Development,No,🔴 CRÍTICO,0.70083475
41294,35,Research & Development,No,🔴 CRÍTICO,0.7008108
42147,22,Research & Development,Yes,🔴 CRÍTICO,0.7007988
49035,53,Research & Development,No,🔴 CRÍTICO,0.70077986
39795,55,Research & Development,Yes,🔴 CRÍTICO,0.70076907
17730,38,Research & Development,Yes,🔴 CRÍTICO,0.7007651
40877,50,Human Resources,No,🔴 CRÍTICO,0.7007498
36865,19,Research & Development,No,🔴 CRÍTICO,0.7006498
2950,55,Research & Development,Yes,🔴 CRÍTICO,0.7006176
49956,25,Research & Development,No,🔴 CRÍTICO,0.700503
24710,32,Human Resources,No,🔴 CRÍTICO,0.70046943
17800,54,Research & Development,Yes,🔴 CRÍTICO,0.70040715
2582,39,Research & Development,No,🔴 CRÍTICO,0.7003132
24306,42,Sales,No,🔴 CRÍTICO,0.70019305
7302,32,Research & Development,No,🔴 CRÍTICO,0.70016676
30270,59,Sales,Yes,🔴 CRÍTICO,0.7001337
3213,26,Sales,No,🔴 CRÍTICO,0.70008224
13739,40,Sales,No,🔴 CRÍTICO,0.7000436
44093,38,Research & Development,No,🔴 CRÍTICO,0.7000336
32383,54,Sales,Yes,🔴 CRÍTICO,0.7000112
23919,31,Research & Development,No,🟡 ALERTA,0.6999963
5688,30,Human Resources,No,🟡 ALERTA,0.6999659
7784,38,Research & Development,No,🟡 ALERTA,0.6999349
27583,53,Sales,No,🟡 ALERTA,0.69989634
45465,44,Research & Development,No,🟡 ALERTA,0.6998345
5092,36,Research & Development,No,🟡 ALERTA,0.69982535
2427,45,Research & Development,No,🟡 ALERTA,0.69979817
46781,56,Research & Development,No,🟡 ALERTA,0.6997436
14924,44,Research & Development,No,🟡 ALERTA,0.69973445
47256,31,Research & Development,No,🟡 ALERTA,0.6996992
35840,39,Research & Development,No,🟡 ALERTA,0.69967365
15520,38,Research & Development,No,🟡 ALERTA,0.6996509
34705,41,Sales,No,🟡 ALERTA,0.69963896
24533,36,Research & Development,No,🟡 ALERTA,0.69952184
17573,27,Human Resources,No,🟡 ALERTA,0.69940853
16269,36,Research & Development,No,🟡 ALERTA,0.6993152
12744,22,Human Resources,Yes,🟡 ALERTA,0.6992862
2418,23,Research & Development,Yes,🟡 ALERTA,0.69928026
7184,33,Research & Development,No,🟡 ALERTA,0.6992031
28554,22,Sales,Yes,🟡 ALERTA,0.69915366
11508,50,Research & Development,Yes,🟡 ALERTA,0.69910663
10723,18,Research & Development,No,🟡 ALERTA,0.69907796
39384,23,Human Resources,Yes,🟡 ALERTA,0.6990767
46131,52,Research & Development,No,🟡 ALERTA,0.69905335
13241,33,Human Resources,Yes,🟡 ALERTA,0.6990483
43799,28,Human Resources,No,🟡 ALERTA,0.6990043
25155,42,Sales,Yes,🟡 ALERTA,0.69894165
43651,51,Research & Development,No,🟡 ALERTA,0.69892395
47643,31,Research & Development,No,🟡 ALERTA,0.69887245
17659,28,Sales,No,🟡 ALERTA,0.6988345
13984,35,Research & Development,No,🟡 ALERTA,0.698816
46556,37,Human Resources,Yes,🟡 ALERTA,0.69881046
25889,19,Research & Development,Yes,🟡 ALERTA,0.69876665
14429,46,Research & Development,No,🟡 ALERTA,0.6987562
1080,25,Sales,No,🟡 ALERTA,0.6986753
29943,28,Sales,Yes,🟡 ALERTA,0.6986522
28007,51,Sales,No,🟡 ALERTA,0.69862336
46508,49,Sales,No,🟡 ALERTA,0.69857
16339,58,Research & Development,No,🟡 ALERTA,0.698564
14470,36,Research & Development,Yes,🟡 ALERTA,0.69848907
19474,19,Research & Development,No,🟡 ALERTA,0.6984734
44776,46,Research & Development,Yes,🟡 ALERTA,0.69839686
15614,40,Research & Development,No,🟡 ALERTA,0.6983809
48140,54,Research & Development,No,🟡 ALERTA,0.6983424
11245,45,Research & Development,No,🟡 ALERTA,0.6983339
48586,50,Research & Development,No,🟡 ALERTA,0.69822913
25924,28,Sales,No,🟡 ALERTA,0.69820315
36748,33,Human Resources,No,🟡 ALERTA,0.6981953
124,47,Sales,No,🟡 ALERTA,0.69818646
39850,19,Research & Development,Yes,🟡 ALERTA,0.6981711
7512,26,Research & Development,No,🟡 ALERTA,0.6980164
44041,47,Sales,Yes,🟡 ALERTA,0.6979429
23792,21,Sales,No,🟡 ALERTA,0.69789296
5543,47,Research & Development,Yes,🟡 ALERTA,0.6978772
31791,42,Sales,No,🟡 ALERTA,0.697842
28918,55,Human Resources,No,🟡 ALERTA,0.69781077
43337,30,Research & Development,No,🟡 ALERTA,0.6977781
43364,27,Research & Development,No,🟡 ALERTA,0.69776493
2074,30,Sales,No,🟡 ALERTA,0.6977371
11143,27,Sales,No,🟡 ALERTA,0.6977188
20739,36,Sales,Yes,🟡 ALERTA,0.69768566
32065,52,Research & Development,Yes,🟡 ALERTA,0.69754326
16046,37,Research & Development,No,🟡 ALERTA,0.69743496
9621,38,Research & Development,Yes,🟡 ALERTA,0.6973696
12447,45,Sales,No,🟡 ALERTA,0.69734025
44690,44,Sales,Yes,🟡 ALERTA,0.6972801
39691,19,Research & Development,No,🟡 ALERTA,0.697262
38184,53,Research & Development,No,🟡 ALERTA,0.6972617
14258,54,Research & Development,No,🟡 ALERTA,0.69709116
23175,26,Research & Development,No,🟡 ALERTA,0.69703174
41381,40,Research & Development,No,🟡 ALERTA,0.6969857
14178,34,Research & Development,No,🟡 ALERTA,0.69698477
12440,52,Research & Development,No,🟡 ALERTA,0.6968931
20278,39,Research & Development,Yes,🟡 ALERTA,0.6968602
26773,36,Sales,No,🟡 ALERTA,0.69685185
38954,57,Research & Development,No,🟡 ALERTA,0.6968424
8596,44,Research & Development,No,🟡 ALERTA,0.6967753
46889,50,Sales,No,🟡 ALERTA,0.6967309
48537,55,Sales,No,🟡 ALERTA,0.69669956
42161,50,Sales,No,🟡 ALERTA,0.69667083
26394,21,Research & Development,Yes,🟡 ALERTA,0.69666195
41567,51,Research & Development,No,🟡 ALERTA,0.6966605
18484,55,Sales,No,🟡 ALERTA,0.6965905
44847,31,Research & Development,No,🟡 ALERTA,0.6965701
40529,58,Research & Development,No,🟡 ALERTA,0.6964935
35680,34,Sales,No,🟡 ALERTA,0.6964845
12671,50,Research & Development,No,🟡 ALERTA,0.6964582
25773,39,Sales,No,🟡 ALERTA,0.69643307
25257,27,Research & Development,No,🟡 ALERTA,0.69640374
34789,30,Human Resources,No,🟡 ALERTA,0.696387
2969,40,Research & Development,No,🟡 ALERTA,0.69635844
32751,55,Research & Development,Yes,🟡 ALERTA,0.696354
23842,18,Research & Development,No,🟡 ALERTA,0.6962427
5749,40,Research & Development,No,🟡 ALERTA,0.69617856
74,29,Research & Development,No,🟡 ALERTA,0.6961623
27250,50,Research & Development,No,🟡 ALERTA,0.6961124
17994,35,Human Resources,No,🟡 ALERTA,0.69609517
48135,30,Sales,No,🟡 ALERTA,0.6960938
28883,31,Human Resources,No,🟡 ALERTA,0.69602096
15017,47,Research & Development,No,🟡 ALERTA,0.6960061
23005,35,Sales,No,🟡 ALERTA,0.6959696
32969,35,Sales,No,🟡 ALERTA,0.6957576
41291,42,Human Resources,No,🟡 ALERTA,0.6957029
40084,43,Research & Development,No,🟡 ALERTA,0.6956488
24435,25,Research & Development,No,🟡 ALERTA,0.6956355
31806,20,Research & Development,Yes,🟡 ALERTA,0.6955528
36539,58,Research & Development,Yes,🟡 ALERTA,0.69555056
38703,18,Research & Development,No,🟡 ALERTA,0.6955418
49492,51,Sales,Yes,🟡 ALERTA,0.6955147
1492,41,Research & Development,No,🟡 ALERTA,0.69547147
11558,28,Sales,No,🟡 ALERTA,0.6954109
39315,55,Research & Development,Yes,🟡 ALERTA,0.69538134
20729,21,Research & Development,No,🟡 ALERTA,0.6953785
4334,44,Research & Development,Yes,🟡 ALERTA,0.6953032
48062,43,Research & Development,No,🟡 ALERTA,0.69528776
14732,28,Research & Development,No,🟡 ALERTA,0.6952681
35636,37,Research & Development,No,🟡 ALERTA,0.69511575
23177,48,Human Resources,Yes,🟡 ALERTA,0.69508857
30882,32,Research & Development,No,🟡 ALERTA,0.6950121
3424,52,Sales,No,🟡 ALERTA,0.69500655
12986,26,Research & Development,Yes,🟡 ALERTA,0.6949328
7511,36,Research & Development,No,🟡 ALERTA,0.694925
45523,39,Human Resources,No,🟡 ALERTA,0.6948961
15403,27,Research & Development,No,🟡 ALERTA,0.6948789
11596,43,Research & Development,Yes,🟡 ALERTA,0.69483835
7937,47,Research & Development,No,🟡 ALERTA,0.6947237
15834,52,Research & Development,No,🟡 ALERTA,0.6946816
11062,30,Sales,No,🟡 ALERTA,0.69463485
23848,42,Research & Development,No,🟡 ALERTA,0.6945855
12900,47,Sales,No,🟡 ALERTA,0.6945751
12783,36,Sales,Yes,🟡 ALERTA,0.69456905
7029,40,Research & Development,No,🟡 ALERTA,0.69450355
929,52,Research & Development,Yes,🟡 ALERTA,0.69446445
15218,29,Research & Development,No,🟡 ALERTA,0.6944061
4324,18,Sales,No,🟡 ALERTA,0.69429135
18276,48,Sales,No,🟡 ALERTA,0.6942625
12553,35,Sales,Yes,🟡 ALERTA,0.6942511
47311,59,Sales,No,🟡 ALERTA,0.6942477
25117,34,Research & Development,Yes,🟡 ALERTA,0.6942134
41296,53,Research & Development,No,🟡 ALERTA,0.6941944
14572,26,Sales,No,🟡 ALERTA,0.6941904
25689,58,Sales,No,🟡 ALERTA,0.6941491
46227,55,Sales,No,🟡 ALERTA,0.69411355
22545,55,Sales,Yes,🟡 ALERTA,0.6941038
39869,29,Sales,No,🟡 ALERTA,0.6940791
26190,23,Research & Development,No,🟡 ALERTA,0.6940497
10175,37,Research & Development,No,🟡 ALERTA,0.6940444
13595,26,Sales,No,🟡 ALERTA,0.6940309
45802,38,Sales,No,🟡 ALERTA,0.69402134
4676,54,Research & Development,Yes,🟡 ALERTA,0.69401854
36662,36,Sales,No,🟡 ALERTA,0.69401747
34511,29,Research & Development,No,🟡 ALERTA,0.69397813
28819,41,Sales,No,🟡 ALERTA,0.69396114
1336,45,Research & Development,No,🟡 ALERTA,0.69392616
32095,24,Research & Development,No,🟡 ALERTA,0.6939186
32801,25,Sales,No,🟡 ALERTA,0.6939115
6138,39,Research & Development,No,🟡 ALERTA,0.69389135
