Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,102,Research & Development,5,3,Other,1,9113,3,Male,43,2,3,Laboratory Technician,2,Married,1009,16174,0,Y,Yes,16,3,2,80,2,10,3,2,10,0,4,7
31,No,Travel_Rarely,611,Research & Development,11,2,Technical Degree,1,9114,2,Female,72,3,1,Healthcare Representative,3,Divorced,9946,17701,5,Y,Yes,12,3,2,80,0,13,1,3,1,0,3,1
44,Yes,Travel_Rarely,982,Research & Development,9,4,Life Sciences,1,9115,1,Male,76,2,2,Manager,2,Married,5992,10626,7,Y,Yes,12,4,1,80,1,20,2,3,0,0,0,0
46,No,Travel_Rarely,507,Sales,12,3,Life Sciences,1,9116,4,Male,46,2,1,Healthcare Representative,3,Married,15053,5842,4,Y,No,21,3,2,80,0,22,4,3,9,9,5,5
36,No,Travel_Rarely,744,Sales,3,2,Medical,1,9117,2,Female,59,2,2,Sales Executive,4,Married,1009,2094,3,Y,Yes,15,3,2,80,2,11,3,3,10,0,4,4
37,No,Travel_Rarely,1499,Research & Development,8,4,Life Sciences,1,9118,1,Male,30,3,3,Research Scientist,3,Single,2642,21977,0,Y,Yes,19,3,3,80,0,17,4,3,14,5,5,8
51,No,Travel_Rarely,601,Research & Development,8,3,Life Sciences,1,9119,3,Female,66,3,1,Research Scientist,1,Single,5242,14228,5,Y,Yes,11,4,2,80,0,16,1,4,6,2,0,0
35,No,Travel_Rarely,377,Sales,16,3,Life Sciences,1,9120,3,Female,45,3,3,Healthcare Representative,4,Married,15654,19128,0,Y,No,20,3,3,80,0,17,4,2,3,3,1,3
35,Yes,Travel_Frequently,1078,Research & Development,1,1,Medical,1,9121,4,Male,100,3,1,Healthcare Representative,1,Married,2494,12164,4,Y,No,16,3,4,80,2,11,3,2,1,1,0,1
39,No,Travel_Rarely,1499,Research & Development,29,2,Other,1,9122,3,Female,76,3,3,Sales Executive,2,Married,5483,14340,2,Y,No,17,3,2,80,1,6,3,4,6,6,3,1
43,No,Travel_Frequently,1369,Research & Development,11,2,Life Sciences,1,9123,4,Female,52,3,2,Sales Representative,1,Married,1009,26443,5,Y,No,22,3,1,80,0,1,3,4,1,1,0,1
31,No,Travel_Rarely,529,Research & Development,7,4,Marketing,1,9124,3,Male,63,4,1,Research Scientist,2,Divorced,1009,22402,0,Y,No,16,3,3,80,1,13,4,2,13,8,0,4
42,No,Travel_Rarely,1262,Research & Development,9,2,Other,1,9125,3,Male,71,3,1,Sales Representative,3,Divorced,8489,16406,2,Y,No,14,3,4,80,0,7,1,3,4,1,3,4
29,No,Travel_Rarely,1151,Research & Development,25,2,Life Sciences,1,9126,2,Male,60,4,1,Sales Executive,4,Married,13249,7956,1,Y,No,11,3,4,80,1,7,3,3,7,0,4,4
35,No,Travel_Rarely,678,Sales,18,5,Marketing,1,9127,4,Female,68,2,2,Research Director,3,Married,11732,25479,4,Y,No,11,3,1,80,1,13,3,2,13,13,0,3
25,No,Non-Travel,903,Research & Development,5,3,Life Sciences,1,9128,4,Male,45,3,2,Manufacturing Director,2,Single,1009,20844,1,Y,Yes,22,3,3,80,1,7,3,2,7,7,0,0
28,No,Travel_Rarely,909,Research & Development,5,2,Medical,1,9129,1,Female,67,3,1,Research Scientist,3,Married,6928,13642,1,Y,No,12,3,3,80,3,10,6,3,0,0,3,0
44,No,Travel_Frequently,971,Sales,19,3,Medical,1,9130,1,Female,100,2,3,Sales Executive,1,Married,4022,9801,6,Y,No,20,3,2,80,0,8,4,2,8,6,0,0
42,No,Travel_Rarely,835,Sales,9,4,Medical,1,9131,2,Male,76,3,1,Healthcare Representative,1,Divorced,4901,6874,2,Y,No,15,3,4,80,1,19,1,3,1,1,6,1
26,No,Travel_Rarely,1033,Research & Development,2,3,Life Sciences,1,9132,4,Male,34,4,2,Laboratory Technician,1,Divorced,8003,15214,2,Y,Yes,12,3,3,80,2,8,3,1,7,7,6,6
32,Yes,Non-Travel,307,Human Resources,1,3,Human Resources,1,9133,3,Male,84,3,1,Manufacturing Director,3,Single,10835,4559,1,Y,No,18,3,4,80,2,14,5,4,4,3,1,1
33,No,Travel_Rarely,1296,Sales,18,2,Medical,1,9134,2,Female,69,4,1,Manufacturing Director,4,Married,3062,21330,2,Y,Yes,11,3,2,80,0,2,5,3,2,2,1,2
41,No,Travel_Rarely,121,Research & Development,20,1,Medical,1,9135,3,Female,100,2,2,Laboratory Technician,4,Single,1268,24736,1,Y,Yes,14,3,4,80,2,18,3,2,18,0,0,7
23,Yes,Travel_Frequently,565,Research & Development,17,2,Marketing,1,9136,2,Male,100,3,1,Sales Executive,4,Single,13293,19450,2,Y,No,22,3,4,80,0,5,4,3,5,5,0,5
44,No,Non-Travel,1170,Research & Development,1,4,Life Sciences,1,9137,3,Male,85,3,2,Manager,4,Divorced,1221,18830,4,Y,Yes,16,3,4,80,2,26,3,3,7,0,0,3
41,No,Travel_Frequently,1076,Research & Development,6,2,Life Sciences,1,9138,1,Male,84,2,2,Sales Executive,2,Single,11458,17892,3,Y,Yes,18,3,4,80,0,8,4,3,8,0,6,3
31,No,Travel_Frequently,1248,Research & Development,17,4,Life Sciences,1,9139,3,Female,51,4,4,Sales Executive,3,Married,2360,19643,7,Y,No,21,3,2,80,1,5,2,3,5,0,9,5
52,No,Travel_Rarely,949,Human Resources,15,1,Technical Degree,1,9140,3,Male,59,2,3,Sales Executive,4,Single,2706,12232,1,Y,No,15,3,4,80,2,19,3,2,0,0,0,0
32,No,Non-Travel,427,Research & Development,10,1,Life Sciences,1,9141,4,Female,72,3,1,Research Director,4,Divorced,12356,7035,0,Y,No,14,3,4,80,1,14,1,2,0,0,3,0
53,No,Travel_Rarely,441,Research & Development,13,5,Life Sciences,1,9142,2,Female,69,3,2,Laboratory Technician,4,Married,9543,4503,3,Y,Yes,12,3,4,80,1,13,1,3,13,1,4,4
36,No,Travel_Rarely,1148,Research & Development,19,2,Life Sciences,1,9143,3,Female,56,3,3,Sales Representative,4,Married,7223,15456,3,Y,No,11,3,2,80,1,14,2,3,9,3,5,1
47,No,Travel_Rarely,499,Research & Development,1,4,Other,1,9144,3,Male,61,3,1,Manufacturing Director,4,Divorced,5424,14054,0,Y,No,12,4,3,80,1,17,1,3,10,3,2,6
32,No,Travel_Rarely,482,Sales,11,3,Life Sciences,1,9145,2,Female,49,3,3,Sales Executive,3,Divorced,7936,12241,7,Y,Yes,18,4,4,80,2,3,1,4,0,0,3,0
38,No,Travel_Rarely,1499,Research & Development,12,2,Technical Degree,1,9146,3,Male,53,3,1,Human Resources,3,Single,3052,26999,3,Y,Yes,16,3,4,80,1,6,4,2,2,2,5,2
45,Yes,Travel_Rarely,270,Research & Development,12,3,Life Sciences,1,9147,4,Male,58,3,3,Laboratory Technician,3,Single,12623,21761,5,Y,No,18,3,4,80,0,19,4,2,18,0,0,4
27,No,Non-Travel,579,Research & Development,1,3,Life Sciences,1,9148,2,Female,70,4,2,Sales Executive,3,Divorced,1009,12526,4,Y,No,12,3,3,80,1,9,4,3,6,2,0,5
30,No,Travel_Rarely,102,Research & Development,21,4,Medical,1,9149,4,Male,59,1,4,Research Director,3,Single,7207,23592,4,Y,No,18,3,1,80,0,12,1,3,0,0,0,0
43,Yes,Travel_Rarely,484,Sales,11,4,Life Sciences,1,9150,4,Female,71,2,2,Laboratory Technician,3,Married,4793,19700,0,Y,No,19,3,2,80,1,2,4,2,2,2,1,2
41,No,Travel_Rarely,580,Research & Development,6,1,Life Sciences,1,9151,4,Male,77,3,3,Research Scientist,3,Single,6412,23863,0,Y,No,17,3,1,80,1,19,3,2,6,4,3,0
24,No,Travel_Rarely,870,Sales,1,3,Marketing,1,9152,2,Female,42,2,3,Laboratory Technician,3,Married,1009,14280,4,Y,No,13,3,1,80,1,5,5,4,0,0,3,0
32,No,Travel_Rarely,102,Research & Development,4,4,Life Sciences,1,9153,2,Male,37,3,2,Sales Representative,2,Married,4159,12833,2,Y,No,23,3,2,80,2,13,4,4,7,7,5,5
42,No,Travel_Frequently,925,Sales,13,2,Medical,1,9154,4,Male,43,3,3,Sales Representative,3,Married,7592,21140,7,Y,No,18,3,4,80,1,13,4,3,11,5,7,2
42,No,Travel_Rarely,1183,Sales,27,2,Medical,1,9155,1,Male,86,2,2,Manufacturing Director,4,Married,13408,19185,0,Y,No,20,3,2,80,0,5,2,3,0,0,3,0
35,No,Travel_Rarely,1182,Sales,8,4,Life Sciences,1,9156,4,Male,82,2,1,Research Scientist,2,Divorced,12519,13639,0,Y,Yes,11,3,2,80,0,13,4,2,9,0,4,5
49,Yes,Travel_Frequently,981,Research & Development,7,2,Life Sciences,1,9157,1,Male,51,3,1,Laboratory Technician,3,Divorced,2650,15520,2,Y,No,11,4,4,80,0,0,3,2,0,0,4,0
35,No,Travel_Rarely,1227,Research & Development,4,2,Life Sciences,1,9158,3,Female,36,3,4,Sales Representative,3,Married,7658,2094,6,Y,No,18,3,4,80,0,13,0,3,13,6,0,0
35,No,Travel_Rarely,855,Sales,1,1,Technical Degree,1,9159,3,Male,53,2,2,Sales Executive,2,Married,9328,26560,5,Y,Yes,17,3,2,80,0,12,6,1,8,2,5,8
45,No,Travel_Rarely,552,Research & Development,1,2,Technical Degree,1,9160,3,Female,75,3,3,Sales Executive,2,Single,8828,6019,3,Y,No,12,3,2,80,2,9,2,2,9,0,4,9
55,Yes,Travel_Rarely,695,Sales,19,2,Medical,1,9161,2,Male,60,2,1,Manager,2,Single,6547,5531,2,Y,No,11,3,2,80,1,0,1,3,0,0,11,0
31,No,Travel_Rarely,102,Research & Development,2,3,Life Sciences,1,9162,3,Male,84,2,2,Sales Executive,3,Divorced,1009,2094,1,Y,No,17,3,2,80,1,8,2,2,0,0,4,0
50,No,Travel_Rarely,1499,Research & Development,12,3,Life Sciences,1,9163,3,Male,64,3,1,Sales Executive,3,Single,1421,12598,8,Y,No,23,3,3,80,2,10,2,3,3,3,0,2
41,Yes,Travel_Rarely,390,Research & Development,2,3,Other,1,9164,2,Male,89,4,1,Sales Representative,4,Single,3309,26999,6,Y,No,21,3,3,80,2,18,2,3,15,10,2,5
49,No,Non-Travel,918,Research & Development,14,2,Life Sciences,1,9165,1,Male,49,2,1,Manufacturing Director,3,Married,6423,11887,4,Y,No,19,4,3,80,1,0,3,3,0,0,9,0
45,No,Non-Travel,1112,Sales,5,3,Technical Degree,1,9166,4,Male,100,3,3,Healthcare Representative,3,Married,5649,16533,0,Y,Yes,11,3,2,80,1,17,1,2,6,1,0,0
33,No,Travel_Frequently,1043,Sales,16,4,Life Sciences,1,9167,3,Male,71,2,3,Sales Representative,3,Single,1009,7577,1,Y,No,21,3,2,80,1,15,2,4,8,8,6,2
39,No,Travel_Rarely,102,Sales,1,2,Marketing,1,9168,3,Female,86,3,2,Sales Executive,3,Married,6415,18597,6,Y,No,12,3,3,80,2,20,3,3,8,0,6,0
25,No,Travel_Rarely,1096,Sales,9,3,Marketing,1,9169,4,Male,52,2,1,Manufacturing Director,2,Married,3649,9020,1,Y,Yes,20,3,4,80,2,7,5,2,4,4,3,0
18,No,Non-Travel,1315,Research & Development,15,5,Life Sciences,1,9170,1,Male,62,2,1,Manufacturing Director,3,Married,11649,15635,0,Y,No,15,3,1,80,0,0,3,4,0,0,6,0
27,No,Travel_Rarely,542,Research & Development,1,2,Marketing,1,9171,4,Male,63,2,3,Manager,3,Married,9037,16399,0,Y,No,23,3,2,80,0,9,3,2,9,2,2,0
38,No,Travel_Rarely,332,Research & Development,4,3,Technical Degree,1,9172,2,Male,72,2,4,Laboratory Technician,3,Married,8943,9884,4,Y,No,18,3,3,80,1,13,4,3,1,0,2,1
42,No,Travel_Rarely,195,Research & Development,2,2,Technical Degree,1,9173,1,Male,66,3,3,Sales Executive,3,Single,7512,17006,0,Y,No,20,3,3,80,2,6,5,4,6,0,7,6
34,No,Travel_Frequently,199,Sales,6,4,Medical,1,9174,4,Female,54,4,1,Manufacturing Director,2,Married,5508,11878,0,Y,No,11,3,2,80,1,16,5,2,15,4,1,10
40,No,Travel_Rarely,941,Sales,1,3,Life Sciences,1,9175,2,Male,78,2,1,Laboratory Technician,3,Married,10230,6958,0,Y,No,13,4,4,80,0,17,1,4,7,5,4,6
42,No,Travel_Rarely,651,Sales,11,2,Medical,1,9176,1,Male,68,3,2,Laboratory Technician,2,Divorced,12647,9642,5,Y,No,13,3,3,80,0,4,3,2,0,0,3,0
48,No,Travel_Rarely,685,Research & Development,16,2,Medical,1,9177,4,Female,51,2,1,Research Director,2,Divorced,12004,26999,0,Y,Yes,12,3,1,80,0,18,3,3,0,0,0,0
31,No,Non-Travel,782,Sales,2,2,Life Sciences,1,9178,1,Male,76,2,4,Healthcare Representative,1,Married,6796,2094,3,Y,No,22,4,4,80,0,10,2,3,10,4,0,8
41,Yes,Travel_Rarely,262,Research & Development,7,3,Life Sciences,1,9179,2,Male,62,3,3,Sales Executive,4,Single,4583,19567,1,Y,No,19,3,3,80,1,14,3,1,7,3,2,0
33,No,Travel_Rarely,535,Sales,16,5,Life Sciences,1,9180,2,Male,83,3,1,Manager,4,Single,1009,19660,3,Y,No,11,3,3,80,1,9,1,2,9,8,5,4
24,No,Travel_Rarely,594,Sales,1,3,Life Sciences,1,9181,2,Male,63,4,3,Healthcare Representative,1,Married,1009,14899,0,Y,Yes,11,3,1,80,1,2,1,3,0,0,0,0
31,No,Travel_Rarely,921,Research & Development,15,3,Medical,1,9182,3,Male,100,3,3,Sales Executive,4,Married,5514,13239,2,Y,No,11,3,2,80,0,5,1,2,3,0,3,3
36,No,Travel_Rarely,935,Research & Development,1,3,Marketing,1,9183,2,Female,43,2,3,Manufacturing Director,4,Married,4097,16292,6,Y,No,13,3,2,80,1,14,2,4,0,0,0,0
47,No,Travel_Rarely,510,Research & Development,13,3,Life Sciences,1,9184,2,Male,75,2,2,Healthcare Representative,3,Divorced,8539,4911,0,Y,No,17,3,1,80,0,13,3,3,13,2,1,8
36,No,Travel_Frequently,1063,Research & Development,12,3,Medical,1,9185,2,Female,100,3,3,Manager,3,Married,11908,11220,6,Y,No,15,3,4,80,1,4,4,2,4,4,5,3
35,No,Travel_Rarely,414,Research & Development,3,3,Marketing,1,9186,4,Female,78,4,1,Sales Representative,3,Single,9693,19729,4,Y,No,12,3,4,80,1,17,1,3,16,5,0,7
48,No,Travel_Rarely,859,Research & Development,13,2,Marketing,1,9187,3,Male,40,2,1,Sales Representative,1,Single,3747,21840,2,Y,No,19,3,1,80,1,14,2,3,12,5,0,10
48,No,Travel_Rarely,912,Research & Development,22,4,Medical,1,9188,3,Male,52,2,1,Laboratory Technician,4,Divorced,8143,12338,6,Y,No,11,3,3,80,1,5,5,3,5,4,3,5
35,No,Travel_Rarely,456,Research & Development,6,4,Life Sciences,1,9189,4,Female,70,3,2,Sales Executive,3,Married,13307,16670,3,Y,No,25,3,1,80,1,9,1,2,5,3,5,5
47,No,Travel_Rarely,1031,Research & Development,17,5,Medical,1,9190,4,Male,86,2,2,Manufacturing Director,4,Married,1456,8479,4,Y,No,17,3,4,80,0,12,4,3,3,3,5,3
38,Yes,Travel_Rarely,720,Sales,22,3,Medical,1,9191,3,Male,93,3,2,Manufacturing Director,2,Married,6330,8188,1,Y,Yes,17,4,3,80,1,20,2,3,11,6,0,2
40,No,Travel_Rarely,225,Research & Development,1,2,Technical Degree,1,9192,3,Male,55,3,2,Human Resources,4,Single,4111,19197,4,Y,Yes,19,3,3,80,2,3,0,2,0,0,1,0
38,No,Travel_Rarely,1499,Research & Development,5,4,Marketing,1,9193,2,Female,97,1,1,Sales Executive,4,Single,10315,22110,1,Y,No,18,3,2,80,0,0,5,2,0,0,0,0
49,No,Travel_Rarely,912,Research & Development,14,2,Medical,1,9194,3,Female,58,3,3,Laboratory Technician,4,Single,7244,16113,3,Y,No,18,3,3,80,0,12,3,3,4,1,0,4
47,No,Travel_Rarely,265,Sales,13,2,Technical Degree,1,9195,3,Male,51,3,2,Healthcare Representative,4,Single,8508,19776,2,Y,No,16,3,4,80,1,13,5,2,13,11,1,4
29,Yes,Travel_Frequently,954,Research & Development,16,3,Life Sciences,1,9196,3,Male,61,3,2,Research Scientist,2,Single,6594,19016,3,Y,Yes,15,3,3,80,0,7,4,3,4,4,0,4
36,No,Travel_Rarely,873,Sales,11,2,Life Sciences,1,9197,1,Male,55,3,2,Manufacturing Director,2,Divorced,5932,13720,1,Y,No,13,3,3,80,1,15,2,2,0,0,5,0
44,No,Travel_Rarely,636,Sales,7,4,Life Sciences,1,9198,3,Female,52,2,1,Laboratory Technician,1,Single,4435,16503,6,Y,No,16,3,4,80,0,23,3,4,0,0,4,0
27,No,Non-Travel,922,Research & Development,7,1,Life Sciences,1,9199,3,Female,56,2,2,Research Scientist,1,Divorced,4065,14425,4,Y,No,16,3,4,80,2,1,5,3,1,1,0,1
36,No,Travel_Frequently,915,Research & Development,1,2,Medical,1,9200,2,Male,67,3,3,Sales Executive,3,Divorced,5764,14186,2,Y,No,20,3,4,80,1,17,4,3,4,4,0,0
47,No,Travel_Rarely,808,Research & Development,1,3,Other,1,9201,4,Female,66,3,1,Sales Executive,2,Divorced,8724,14324,1,Y,No,11,4,3,80,1,5,3,3,0,0,5,0
32,No,Travel_Rarely,1499,Sales,7,4,Marketing,1,9202,3,Male,71,3,2,Laboratory Technician,4,Single,11410,10223,0,Y,No,18,3,4,80,0,7,3,3,4,4,1,4
27,No,Travel_Rarely,123,Research & Development,1,3,Marketing,1,9203,1,Male,66,3,2,Sales Executive,3,Married,3915,12729,4,Y,No,11,4,3,80,1,4,4,3,4,2,0,4
22,No,Travel_Rarely,1006,Research & Development,1,3,Life Sciences,1,9204,4,Female,68,2,1,Manufacturing Director,3,Divorced,9038,19275,3,Y,Yes,20,3,3,80,3,4,3,3,1,1,7,1
48,No,Travel_Rarely,697,Research & Development,4,2,Medical,1,9205,1,Female,93,2,1,Sales Executive,2,Single,5563,24980,2,Y,No,16,3,1,80,1,9,2,3,9,4,2,2
36,No,Travel_Rarely,774,Research & Development,24,4,Medical,1,9206,2,Male,72,2,4,Sales Representative,3,Married,3426,2871,0,Y,No,13,4,3,80,3,14,3,3,0,0,6,0
33,No,Travel_Rarely,915,Sales,15,5,Life Sciences,1,9207,1,Male,72,3,1,Healthcare Representative,4,Married,8258,9413,7,Y,No,22,3,1,80,1,14,2,3,7,7,3,7
29,No,Travel_Rarely,736,Research & Development,19,4,Technical Degree,1,9208,3,Female,92,2,2,Sales Executive,2,Married,3722,7804,3,Y,No,11,3,2,80,1,11,3,3,9,3,5,1
31,Yes,Travel_Rarely,1343,Research & Development,4,5,Technical Degree,1,9209,2,Male,62,1,4,Research Scientist,3,Divorced,1009,18566,0,Y,No,13,3,3,80,0,13,1,2,1,1,2,1
45,No,Travel_Rarely,1008,Research & Development,1,4,Other,1,9210,2,Male,56,3,2,Manager,4,Single,7552,17514,1,Y,No,14,3,3,80,1,4,4,3,4,4,6,4
40,No,Travel_Rarely,639,Research & Development,2,3,Life Sciences,1,9211,2,Female,77,2,2,Research Director,3,Single,1684,8461,9,Y,Yes,13,3,3,80,1,19,3,3,3,3,4,0
35,No,Travel_Rarely,869,Research & Development,14,2,Marketing,1,9212,3,Male,88,3,1,Human Resources,3,Married,11820,23649,2,Y,No,14,3,2,80,1,17,2,3,7,3,2,0
24,No,Travel_Rarely,860,Research & Development,12,3,Marketing,1,9213,3,Male,86,2,2,Sales Representative,1,Divorced,2949,14691,2,Y,No,14,3,1,80,0,4,2,3,0,0,3,0
34,Yes,Travel_Frequently,1032,Sales,12,2,Marketing,1,9214,1,Male,62,3,2,Sales Executive,1,Single,7844,18537,5,Y,No,19,3,2,80,0,6,2,3,6,6,2,1
49,No,Travel_Rarely,813,Research & Development,12,2,Other,1,9215,2,Male,99,3,4,Research Scientist,3,Married,7560,22367,1,Y,No,14,3,1,80,0,13,3,4,13,0,0,9
34,No,Non-Travel,384,Sales,14,4,Life Sciences,1,9216,2,Female,81,2,2,Sales Executive,3,Single,5412,10108,7,Y,No,17,3,1,80,1,16,2,2,0,0,5,0
23,No,Travel_Rarely,1355,Research & Development,16,3,Life Sciences,1,9217,4,Male,67,2,2,Research Scientist,3,Single,4786,15606,9,Y,No,19,3,4,80,0,5,3,3,5,4,0,4
48,No,Travel_Rarely,1422,Research & Development,6,2,Life Sciences,1,9218,3,Male,70,4,3,Manager,1,Married,6715,17962,3,Y,Yes,14,3,4,80,1,15,2,3,4,4,5,3
30,No,Travel_Rarely,988,Research & Development,15,3,Technical Degree,1,9219,2,Male,68,4,4,Healthcare Representative,2,Married,13126,16784,3,Y,No,15,4,3,80,1,12,2,3,0,0,5,0
30,Yes,Travel_Rarely,873,Research & Development,1,4,Medical,1,9220,2,Female,83,4,2,Manufacturing Director,2,Single,3616,7583,2,Y,No,24,3,4,80,0,10,2,3,7,7,5,0
53,No,Travel_Frequently,441,Research & Development,6,2,Life Sciences,1,9221,2,Male,31,3,2,Manufacturing Director,3,Married,9276,12027,5,Y,No,15,3,3,80,1,19,2,3,11,4,0,0
44,Yes,Travel_Rarely,581,Sales,11,2,Technical Degree,1,9222,3,Female,79,3,1,Sales Executive,3,Married,5586,26999,1,Y,No,12,3,1,80,1,21,0,3,9,5,4,0
52,No,Travel_Rarely,1486,Sales,17,4,Marketing,1,9223,3,Male,100,3,2,Sales Executive,3,Divorced,7207,2094,3,Y,No,11,3,2,80,1,3,3,4,3,3,4,3
29,No,Travel_Frequently,897,Research & Development,11,1,Medical,1,9224,2,Male,63,2,2,Research Scientist,2,Single,7161,22472,3,Y,No,19,3,3,80,0,1,1,3,0,0,3,0
50,No,Travel_Frequently,457,Research & Development,18,3,Human Resources,1,9225,3,Male,71,2,3,Sales Representative,3,Single,16802,11247,6,Y,No,11,3,4,80,2,24,4,2,14,3,9,4
28,No,Travel_Rarely,601,Sales,11,3,Medical,1,9226,3,Female,49,2,4,Laboratory Technician,3,Single,2164,4504,2,Y,No,20,3,4,80,1,7,2,3,0,0,4,0
46,No,Travel_Rarely,1359,Sales,7,5,Life Sciences,1,9227,1,Male,97,2,4,Sales Representative,3,Married,9438,9450,6,Y,No,17,3,3,80,1,28,1,4,15,0,2,5
44,No,Travel_Rarely,539,Research & Development,11,3,Life Sciences,1,9228,2,Male,30,3,2,Manufacturing Director,4,Married,14257,13267,7,Y,No,21,4,1,80,1,9,0,2,2,2,6,2
35,No,Travel_Frequently,1144,Sales,1,3,Human Resources,1,9229,2,Male,46,1,2,Sales Executive,1,Married,1009,19246,2,Y,No,13,4,2,80,1,17,4,2,15,4,3,2
54,Yes,Travel_Rarely,880,Sales,16,3,Other,1,9230,2,Male,87,3,4,Research Scientist,1,Single,9480,2210,1,Y,No,19,3,4,80,1,16,4,2,5,5,3,1
39,No,Travel_Rarely,791,Human Resources,13,4,Life Sciences,1,9231,4,Male,94,2,1,Healthcare Representative,4,Married,10187,19978,2,Y,No,21,3,4,80,0,3,2,3,3,2,4,3
33,No,Travel_Rarely,1002,Sales,15,5,Medical,1,9232,2,Female,55,3,1,Laboratory Technician,1,Single,1009,13041,5,Y,No,17,3,2,80,0,14,2,3,3,0,0,3
37,No,Travel_Frequently,683,Human Resources,1,2,Marketing,1,9233,4,Female,100,3,2,Laboratory Technician,4,Married,4720,19139,3,Y,Yes,18,3,2,80,1,7,4,2,7,6,0,7
29,No,Travel_Rarely,1336,Research & Development,12,2,Technical Degree,1,9234,4,Male,95,2,2,Laboratory Technician,1,Single,1009,9667,3,Y,No,19,4,3,80,1,11,3,3,8,6,2,3
26,No,Travel_Rarely,1004,Research & Development,6,4,Medical,1,9235,3,Female,83,3,3,Manufacturing Director,3,Married,10442,4355,5,Y,No,11,3,3,80,1,8,2,3,1,1,4,0
20,No,Travel_Rarely,619,Sales,10,2,Life Sciences,1,9236,1,Male,52,1,4,Laboratory Technician,2,Married,8060,19304,5,Y,No,15,3,3,80,1,2,4,3,0,0,2,0
29,No,Travel_Frequently,1123,Sales,22,4,Medical,1,9237,4,Male,93,2,4,Sales Executive,2,Divorced,9947,11573,5,Y,No,14,3,2,80,0,11,5,3,4,0,0,4
33,No,Travel_Frequently,1176,Research & Development,4,4,Medical,1,9238,2,Female,42,4,2,Sales Executive,2,Single,15429,2094,0,Y,No,16,3,2,80,1,8,3,3,5,3,3,3
38,No,Travel_Rarely,310,Sales,14,1,Life Sciences,1,9239,2,Male,59,3,3,Sales Executive,2,Single,2050,12354,7,Y,No,21,3,3,80,2,4,3,3,4,4,7,4
36,No,Travel_Rarely,999,Research & Development,5,1,Marketing,1,9240,1,Female,71,3,2,Manufacturing Director,1,Married,5757,9648,3,Y,Yes,13,3,1,80,1,5,3,2,3,3,0,0
43,No,Travel_Frequently,302,Human Resources,9,4,Medical,1,9241,2,Female,82,3,4,Research Scientist,3,Married,6250,21198,3,Y,Yes,17,3,3,80,1,25,2,3,6,6,3,6
41,No,Travel_Frequently,393,Research & Development,2,3,Life Sciences,1,9242,3,Female,55,2,2,Research Scientist,2,Divorced,1928,6731,5,Y,No,21,3,3,80,3,8,3,3,8,0,2,8
49,No,Travel_Rarely,573,Research & Development,7,3,Technical Degree,1,9243,3,Male,66,3,4,Laboratory Technician,4,Married,6774,2094,6,Y,Yes,17,4,2,80,1,3,3,3,0,0,2,0
32,No,Travel_Rarely,871,Sales,1,1,Life Sciences,1,9244,1,Female,30,3,3,Laboratory Technician,2,Married,13547,6056,1,Y,No,11,3,4,80,1,10,3,3,6,4,0,3
53,No,Travel_Rarely,641,Research & Development,10,3,Human Resources,1,9245,1,Female,47,4,3,Research Scientist,2,Single,11161,23657,4,Y,No,19,3,3,80,0,5,4,3,5,4,7,5
25,Yes,Travel_Rarely,1324,Sales,1,3,Medical,1,9246,1,Male,56,3,3,Research Scientist,1,Divorced,11515,26300,0,Y,No,11,3,3,80,0,0,3,2,0,0,5,0
45,No,Travel_Rarely,311,Research & Development,10,4,Life Sciences,1,9247,3,Female,63,3,1,Manager,4,Married,3928,6368,3,Y,No,12,3,3,80,1,8,3,2,8,5,3,3
48,No,Travel_Rarely,1265,Sales,1,4,Life Sciences,1,9248,3,Male,100,2,3,Manager,4,Married,7582,13059,1,Y,Yes,14,4,3,80,0,15,3,3,1,1,0,1
54,Yes,Travel_Rarely,1499,Sales,9,3,Medical,1,9249,3,Male,72,2,3,Sales Executive,1,Single,9772,7440,0,Y,No,16,3,2,80,1,5,0,2,5,2,3,5
39,No,Travel_Frequently,1480,Research & Development,5,3,Medical,1,9250,4,Male,84,3,3,Laboratory Technician,3,Single,8501,7383,4,Y,No,11,3,2,80,2,2,2,3,2,2,2,2
51,No,Travel_Rarely,1411,Sales,11,3,Medical,1,9251,3,Male,87,4,5,Sales Representative,4,Single,3207,21373,4,Y,Yes,15,3,3,80,1,14,0,4,13,0,5,8
31,No,Travel_Rarely,775,Research & Development,9,3,Life Sciences,1,9252,3,Male,64,3,1,Research Scientist,4,Single,1370,23566,0,Y,No,14,3,3,80,2,13,2,2,0,0,2,0
38,No,Travel_Rarely,1499,Sales,12,4,Medical,1,9253,3,Male,59,4,4,Research Scientist,1,Divorced,7773,7166,3,Y,No,17,3,2,80,1,14,4,2,14,8,0,7
