Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28,No,Travel_Rarely,1408,Research & Development,20,4,Technical Degree,1,2512,4,Male,87,3,1,Manufacturing Director,3,Married,8904,23321,5,Y,Yes,15,3,1,80,1,6,3,1,0,0,0,0
38,No,Travel_Rarely,102,Research & Development,1,3,Life Sciences,1,2513,1,Female,58,3,3,Manager,3,Single,10724,12554,3,Y,Yes,14,3,3,80,2,20,4,2,0,0,4,0
53,No,Travel_Rarely,702,Research & Development,8,4,Other,1,2514,3,Female,60,3,1,Research Scientist,3,Divorced,13804,2094,1,Y,No,14,4,3,80,1,22,4,4,12,4,2,7
41,No,Travel_Rarely,748,Research & Development,16,1,Life Sciences,1,2515,2,Male,95,2,3,Laboratory Technician,2,Divorced,7734,16029,1,Y,No,16,4,4,80,1,2,1,2,0,0,0,0
40,No,Travel_Rarely,893,Sales,4,4,Life Sciences,1,2516,4,Male,68,4,2,Research Scientist,2,Divorced,3838,6785,6,Y,Yes,11,4,2,80,1,12,1,3,5,5,2,5
32,No,Travel_Rarely,784,Research & Development,18,2,Medical,1,2517,2,Male,80,3,2,Healthcare Representative,3,Single,1932,17254,3,Y,No,15,4,2,80,0,14,2,3,9,9,0,2
43,No,Travel_Rarely,304,Research & Development,25,4,Medical,1,2518,2,Male,40,3,1,Sales Executive,2,Single,10302,5878,4,Y,No,11,4,4,80,1,0,4,2,0,0,0,0
42,No,Travel_Rarely,867,Research & Development,5,3,Medical,1,2519,4,Male,62,2,3,Research Director,3,Married,7276,12072,2,Y,No,20,4,2,80,1,18,4,4,11,5,5,0
22,No,Travel_Rarely,1022,Research & Development,12,1,Other,1,2520,2,Female,43,3,2,Human Resources,3,Single,11189,8080,6,Y,No,17,3,4,80,0,1,1,3,1,1,4,1
37,No,Travel_Rarely,433,Research & Development,9,3,Medical,1,2521,1,Female,78,3,2,Sales Executive,3,Married,6113,14643,2,Y,Yes,18,3,1,80,0,0,1,3,0,0,0,0
34,No,Travel_Rarely,1377,Research & Development,11,2,Marketing,1,2522,3,Male,45,4,4,Healthcare Representative,3,Divorced,11354,13602,6,Y,Yes,11,3,4,80,2,13,1,2,5,1,1,1
37,No,Travel_Rarely,1395,Sales,17,3,Medical,1,2523,1,Male,41,3,4,Manufacturing Director,4,Single,1009,8291,4,Y,No,15,3,2,80,1,17,3,3,15,6,3,6
43,No,Travel_Rarely,831,Sales,14,3,Medical,1,2524,3,Male,55,2,3,Healthcare Representative,2,Married,8086,8738,3,Y,Yes,17,4,4,80,2,10,2,2,9,5,4,9
24,No,Travel_Rarely,1414,Research & Development,12,2,Medical,1,2525,3,Male,44,3,2,Laboratory Technician,3,Divorced,6992,6074,1,Y,No,16,4,3,80,1,6,2,3,6,6,3,0
28,No,Travel_Rarely,102,Research & Development,26,2,Medical,1,2526,2,Male,59,2,4,Sales Executive,2,Married,5583,15120,6,Y,No,17,3,2,80,0,10,1,4,2,2,1,2
41,No,Travel_Rarely,825,Research & Development,13,3,Medical,1,2527,3,Male,45,3,3,Manager,2,Single,5688,21754,2,Y,Yes,13,3,2,80,1,4,2,2,1,1,2,1
46,Yes,Travel_Rarely,916,Research & Development,19,2,Marketing,1,2528,4,Male,93,3,1,Laboratory Technician,3,Married,6397,2094,1,Y,No,11,3,3,80,1,5,2,2,5,5,0,2
38,No,Travel_Rarely,836,Research & Development,2,2,Life Sciences,1,2529,2,Male,46,3,2,Sales Executive,4,Married,8023,10647,3,Y,No,19,3,3,80,1,15,3,3,13,4,1,9
30,No,Non-Travel,271,Research & Development,17,2,Marketing,1,2530,2,Male,51,3,1,Research Scientist,4,Married,11821,3370,2,Y,Yes,19,3,2,80,1,9,0,2,9,3,1,5
37,No,Travel_Rarely,1160,Research & Development,17,3,Life Sciences,1,2531,1,Female,30,2,2,Human Resources,3,Single,6465,24170,0,Y,No,14,3,3,80,0,0,4,3,0,0,6,0
46,No,Travel_Rarely,821,Research & Development,3,3,Life Sciences,1,2532,2,Male,65,3,3,Research Scientist,4,Married,5584,20815,3,Y,No,11,3,2,80,0,3,4,3,3,3,6,3
36,Yes,Travel_Rarely,934,Research & Development,11,4,Life Sciences,1,2533,2,Male,87,3,3,Sales Representative,3,Single,15247,16414,1,Y,No,13,3,2,80,2,14,4,3,9,7,2,0
29,No,Travel_Rarely,102,Research & Development,26,2,Technical Degree,1,2534,2,Female,61,3,3,Laboratory Technician,4,Married,13072,26999,0,Y,No,15,3,3,80,0,11,3,4,10,0,1,6
39,No,Travel_Rarely,1499,Sales,11,4,Life Sciences,1,2535,3,Male,49,3,1,Laboratory Technician,2,Married,1009,9535,6,Y,No,11,3,1,80,2,5,3,3,5,5,0,0
48,No,Travel_Rarely,1055,Sales,7,2,Medical,1,2536,2,Female,94,3,3,Manufacturing Director,1,Single,10349,25388,9,Y,Yes,16,3,3,80,1,3,2,3,3,0,5,3
32,No,Travel_Rarely,777,Research & Development,13,2,Life Sciences,1,2537,3,Male,44,3,2,Laboratory Technician,3,Single,1009,14385,6,Y,No,16,3,3,80,3,0,3,2,0,0,6,0
40,No,Travel_Frequently,820,Research & Development,15,4,Other,1,2538,4,Male,60,3,2,Sales Executive,2,Married,3250,17514,3,Y,No,24,3,3,80,2,8,3,3,6,6,2,1
30,No,Travel_Rarely,1334,Research & Development,1,3,Life Sciences,1,2539,2,Male,30,2,2,Manufacturing Director,2,Single,12969,4445,2,Y,Yes,23,3,2,80,1,12,3,3,4,4,1,3
22,No,Travel_Frequently,1064,Sales,15,3,Life Sciences,1,2540,2,Male,61,3,2,Manufacturing Director,4,Single,8335,24832,6,Y,No,16,4,3,80,1,4,3,2,2,2,2,2
30,No,Travel_Frequently,399,Research & Development,10,3,Life Sciences,1,2541,3,Male,85,1,4,Manufacturing Director,2,Single,7215,9106,6,Y,No,14,3,4,80,1,5,2,3,5,5,3,5
40,Yes,Travel_Rarely,960,Research & Development,7,4,Life Sciences,1,2542,3,Male,80,3,2,Laboratory Technician,2,Divorced,4780,3705,2,Y,No,13,3,3,80,2,10,3,3,7,1,1,1
25,No,Travel_Rarely,737,Research & Development,1,2,Medical,1,2543,3,Female,30,3,1,Manager,3,Single,8860,10121,4,Y,No,18,3,1,80,2,7,2,3,4,4,0,4
49,No,Travel_Rarely,753,Research & Development,1,4,Medical,1,2544,2,Female,44,2,4,Sales Executive,3,Married,7364,12034,6,Y,No,20,3,1,80,0,9,2,2,9,9,0,4
26,Yes,Travel_Rarely,508,Research & Development,6,4,Medical,1,2545,3,Male,89,3,2,Human Resources,4,Divorced,4230,9511,7,Y,No,17,4,3,80,1,2,4,2,2,0,2,2
31,No,Travel_Rarely,958,Research & Development,14,5,Technical Degree,1,2546,2,Female,50,3,3,Sales Executive,1,Single,2793,18510,4,Y,Yes,17,3,4,80,0,6,5,3,6,6,2,6
42,No,Travel_Frequently,870,Research & Development,24,2,Marketing,1,2547,3,Female,64,3,2,Research Scientist,1,Single,10307,5537,2,Y,Yes,14,3,4,80,0,15,2,3,15,9,0,4
26,No,Travel_Frequently,655,Sales,12,3,Marketing,1,2548,3,Male,77,3,4,Manufacturing Director,3,Married,9487,18187,4,Y,No,15,3,2,80,0,2,4,4,0,0,0,0
29,Yes,Travel_Rarely,843,Research & Development,1,2,Medical,1,2549,2,Male,57,4,3,Laboratory Technician,3,Married,13199,24951,3,Y,No,13,3,4,80,1,11,4,4,4,3,7,4
42,No,Non-Travel,920,Research & Development,5,3,Technical Degree,1,2550,2,Male,72,2,1,Sales Executive,4,Married,16168,26939,0,Y,No,11,3,3,80,0,19,4,3,12,4,2,5
27,No,Travel_Rarely,484,Research & Development,6,3,Medical,1,2551,2,Female,92,4,4,Sales Representative,3,Married,1009,10859,7,Y,No,16,3,3,80,0,9,3,2,9,8,0,0
23,No,Travel_Rarely,1499,Human Resources,8,2,Life Sciences,1,2552,2,Male,47,4,3,Sales Executive,4,Divorced,5904,10099,2,Y,No,20,3,2,80,0,5,3,3,5,4,2,1
26,No,Travel_Rarely,918,Sales,14,3,Medical,1,2553,2,Female,61,3,2,Laboratory Technician,3,Married,3784,18666,0,Y,No,12,3,3,80,1,8,5,3,4,3,6,0
45,No,Travel_Rarely,1017,Research & Development,18,2,Medical,1,2554,3,Male,77,3,5,Research Scientist,2,Divorced,10295,5909,4,Y,No,23,3,3,80,3,12,3,2,10,0,0,0
42,Yes,Travel_Rarely,102,Sales,1,3,Life Sciences,1,2555,2,Female,94,1,1,Research Scientist,4,Married,5378,14537,0,Y,No,14,3,2,80,0,14,2,3,9,5,2,9
32,No,Travel_Rarely,1327,Research & Development,7,3,Marketing,1,2556,2,Female,69,3,1,Healthcare Representative,1,Single,11957,16774,2,Y,Yes,16,3,1,80,2,14,3,3,6,6,7,6
46,No,Travel_Rarely,790,Research & Development,4,2,Medical,1,2557,2,Female,84,4,4,Manager,2,Single,14156,13411,6,Y,No,17,4,2,80,1,0,4,3,0,0,4,0
43,Yes,Travel_Rarely,734,Research & Development,9,4,Life Sciences,1,2558,2,Male,64,2,1,Sales Executive,2,Divorced,8770,20769,2,Y,No,15,3,2,80,3,18,3,2,15,7,5,8
31,No,Non-Travel,1048,Sales,15,3,Life Sciences,1,2559,3,Male,75,3,3,Research Scientist,1,Married,1009,13726,2,Y,No,13,4,4,80,0,13,4,2,3,3,6,3
29,No,Travel_Frequently,700,Research & Development,15,3,Life Sciences,1,2560,1,Female,86,3,1,Laboratory Technician,2,Divorced,1009,11601,1,Y,No,21,3,2,80,0,10,0,3,6,2,0,1
29,Yes,Travel_Frequently,1058,Research & Development,8,3,Marketing,1,2561,1,Male,59,3,1,Research Scientist,3,Married,7138,7196,7,Y,Yes,14,3,4,80,0,11,1,3,11,0,5,5
48,No,Travel_Rarely,771,Research & Development,15,2,Life Sciences,1,2562,2,Male,59,2,1,Sales Representative,3,Single,9175,3405,2,Y,No,15,3,4,80,2,7,5,1,7,6,2,6
41,No,Travel_Rarely,690,Sales,1,1,Medical,1,2563,1,Female,72,2,3,Manufacturing Director,2,Married,2789,16415,6,Y,No,18,3,2,80,1,0,4,3,0,0,1,0
47,No,Travel_Rarely,1484,Sales,1,3,Medical,1,2564,1,Male,61,3,3,Laboratory Technician,2,Single,3092,13183,1,Y,No,12,3,3,80,0,13,3,3,4,4,0,2
43,No,Travel_Frequently,913,Research & Development,4,2,Life Sciences,1,2565,4,Male,30,2,3,Sales Executive,2,Single,4401,10867,3,Y,No,11,4,3,80,2,17,1,2,0,0,0,0
42,No,Travel_Frequently,706,Research & Development,21,1,Life Sciences,1,2566,4,Male,84,2,4,Healthcare Representative,3,Married,1009,6375,0,Y,Yes,16,3,2,80,0,17,2,3,13,4,1,6
46,Yes,Travel_Rarely,877,Sales,1,2,Technical Degree,1,2567,3,Female,66,1,2,Research Director,3,Divorced,9145,6828,0,Y,No,11,4,4,80,1,1,3,3,1,1,2,1
33,No,Travel_Rarely,796,Sales,11,2,Life Sciences,1,2568,4,Male,65,3,1,Research Scientist,3,Single,6447,12187,0,Y,No,11,3,2,80,1,7,5,4,7,7,0,3
35,No,Travel_Rarely,1022,Sales,12,4,Marketing,1,2569,4,Female,30,3,2,Manager,2,Single,14773,13101,0,Y,No,22,3,1,80,0,17,2,3,10,3,0,1
28,No,Travel_Frequently,1243,Research & Development,12,3,Life Sciences,1,2570,3,Male,41,3,3,Sales Representative,4,Married,12541,13978,2,Y,No,15,3,1,80,0,0,3,4,0,0,0,0
40,No,Travel_Frequently,563,Sales,18,3,Medical,1,2571,1,Male,74,3,2,Sales Executive,1,Married,11804,26324,2,Y,Yes,11,3,2,80,2,3,4,3,3,3,7,3
19,No,Travel_Rarely,998,Research & Development,7,3,Other,1,2572,3,Male,50,2,2,Research Director,3,Married,6245,17816,4,Y,Yes,12,3,4,80,1,1,3,1,1,1,7,1
39,No,Non-Travel,1044,Research & Development,13,3,Life Sciences,1,2573,3,Female,77,4,4,Laboratory Technician,3,Married,8952,20252,8,Y,No,11,3,3,80,1,10,4,4,10,5,1,2
29,No,Travel_Frequently,546,Sales,10,3,Marketing,1,2574,3,Male,58,3,1,Research Scientist,1,Divorced,16899,12534,1,Y,No,23,3,3,80,1,4,4,3,1,1,2,1
39,No,Travel_Rarely,669,Research & Development,5,1,Medical,1,2575,3,Male,30,3,3,Manufacturing Director,1,Divorced,1009,26176,4,Y,No,18,3,1,80,2,8,0,3,8,0,0,5
40,No,Travel_Rarely,530,Research & Development,14,4,Medical,1,2576,2,Male,100,2,4,Laboratory Technician,3,Divorced,2427,13171,0,Y,No,20,4,4,80,1,0,5,3,0,0,6,0
39,Yes,Travel_Rarely,961,Research & Development,7,3,Life Sciences,1,2577,3,Male,78,3,1,Research Scientist,4,Divorced,3246,23936,5,Y,Yes,14,3,3,80,1,2,3,2,2,0,1,2
36,No,Travel_Rarely,572,Research & Development,13,3,Life Sciences,1,2578,3,Male,96,3,4,Manager,4,Single,8400,6591,3,Y,No,14,3,3,80,1,16,3,3,13,6,3,6
47,No,Travel_Frequently,942,Research & Development,15,3,Medical,1,2579,1,Male,60,3,1,Manager,3,Divorced,10151,20395,2,Y,Yes,15,3,4,80,1,23,4,3,3,2,4,3
41,No,Travel_Rarely,102,Sales,24,1,Life Sciences,1,2580,1,Male,89,3,3,Laboratory Technician,3,Married,6952,14529,5,Y,No,13,3,3,80,1,0,4,3,0,0,5,0
59,No,Travel_Frequently,739,Research & Development,27,2,Life Sciences,1,2581,3,Male,92,2,1,Sales Executive,3,Married,4404,8697,3,Y,No,11,3,3,80,1,10,3,3,5,5,0,0
43,No,Travel_Frequently,1344,Research & Development,19,5,Life Sciences,1,2582,4,Female,53,4,3,Sales Executive,3,Married,1009,26999,1,Y,Yes,23,3,3,80,0,5,3,3,0,0,6,0
32,No,Travel_Frequently,598,Research & Development,12,4,Life Sciences,1,2583,2,Male,92,3,1,Research Scientist,3,Divorced,5917,21314,4,Y,No,11,4,3,80,0,11,5,3,8,6,1,8
31,No,Travel_Rarely,470,Research & Development,4,3,Medical,1,2584,2,Male,83,3,2,Healthcare Representative,4,Married,7489,15924,4,Y,No,13,3,4,80,1,7,3,2,7,2,10,7
29,No,Travel_Rarely,1095,Research & Development,8,2,Life Sciences,1,2585,3,Male,58,2,1,Sales Executive,4,Divorced,10575,10415,2,Y,Yes,13,3,3,80,0,11,4,2,11,5,5,9
29,No,Travel_Rarely,531,Research & Development,20,4,Medical,1,2586,3,Female,65,2,2,Sales Executive,3,Single,14216,15635,5,Y,No,13,3,4,80,0,11,4,3,2,2,0,2
31,No,Non-Travel,153,Research & Development,13,2,Medical,1,2587,1,Female,55,3,3,Research Scientist,3,Single,12554,15897,2,Y,Yes,11,4,3,80,1,7,5,3,5,0,0,5
36,No,Travel_Rarely,388,Sales,7,3,Life Sciences,1,2588,3,Male,62,2,2,Sales Executive,3,Single,9136,16274,4,Y,Yes,17,3,1,80,2,6,3,3,6,2,5,6
46,No,Travel_Rarely,421,Research & Development,12,2,Life Sciences,1,2589,3,Female,83,2,2,Laboratory Technician,1,Married,3154,2470,6,Y,No,25,3,3,80,1,20,6,2,6,5,0,1
40,No,Travel_Rarely,1499,Research & Development,1,3,Life Sciences,1,2590,3,Male,52,3,3,Research Scientist,3,Married,15155,25454,2,Y,Yes,13,3,3,80,1,4,4,3,4,1,0,4
30,No,Travel_Rarely,572,Research & Development,7,5,Medical,1,2591,2,Female,55,1,3,Sales Executive,3,Divorced,9563,18893,5,Y,No,16,4,4,80,1,6,0,3,6,0,0,4
40,No,Travel_Frequently,1120,Sales,12,2,Other,1,2592,4,Male,81,2,1,Manufacturing Director,3,Single,11208,14178,0,Y,Yes,16,3,3,80,3,8,5,3,8,8,4,8
44,No,Travel_Rarely,1227,Research & Development,1,2,Medical,1,2593,3,Male,30,1,2,Research Scientist,2,Married,12158,23220,3,Y,No,12,3,3,80,0,0,3,3,0,0,0,0
27,No,Non-Travel,709,Human Resources,12,3,Life Sciences,1,2594,4,Female,69,2,1,Research Scientist,2,Married,9700,22088,7,Y,No,17,3,2,80,0,2,3,2,2,2,4,1
40,No,Travel_Frequently,739,Sales,14,4,Life Sciences,1,2595,3,Female,54,3,1,Sales Executive,4,Married,1321,14487,1,Y,Yes,14,3,1,80,1,7,4,3,7,7,2,2
60,No,Non-Travel,721,Sales,4,2,Life Sciences,1,2596,2,Male,100,3,1,Sales Executive,3,Divorced,4293,11169,1,Y,No,11,3,2,80,2,0,4,1,0,0,2,0
52,No,Travel_Rarely,662,Research & Development,8,4,Life Sciences,1,2597,1,Female,74,3,3,Manufacturing Director,3,Divorced,1640,18139,2,Y,No,25,3,4,80,1,18,3,3,6,2,0,0
37,No,Travel_Rarely,1499,Research & Development,8,4,Marketing,1,2598,4,Female,88,3,1,Manager,2,Single,2267,2094,3,Y,No,14,3,3,80,0,7,2,1,0,0,0,0
39,No,Travel_Rarely,351,Sales,7,4,Marketing,1,2599,2,Male,76,3,3,Research Scientist,3,Divorced,8881,11584,1,Y,Yes,16,3,2,80,1,21,4,3,15,0,2,7
34,Yes,Travel_Frequently,580,Sales,1,2,Marketing,1,2600,2,Female,100,3,3,Sales Executive,3,Married,8143,21920,0,Y,Yes,14,3,4,80,1,3,2,2,3,3,1,0
37,No,Travel_Rarely,1172,Research & Development,6,2,Medical,1,2601,2,Male,77,3,1,Manufacturing Director,3,Single,3511,26999,4,Y,Yes,11,3,1,80,0,4,3,3,4,3,1,4
32,No,Non-Travel,481,Human Resources,1,2,Life Sciences,1,2602,3,Female,70,3,2,Healthcare Representative,2,Divorced,5963,4068,4,Y,No,22,3,3,80,1,2,2,2,0,0,0,0
29,No,Travel_Rarely,459,Research & Development,6,4,Life Sciences,1,2603,4,Female,72,2,4,Sales Executive,4,Single,11376,14445,3,Y,Yes,11,3,1,80,2,7,3,3,2,2,0,2
53,Yes,Travel_Rarely,607,Sales,1,4,Medical,1,2604,4,Male,72,4,2,Sales Representative,3,Married,9104,15149,5,Y,Yes,18,3,2,80,2,11,2,3,0,0,1,0
35,Yes,Travel_Rarely,689,Research & Development,18,2,Life Sciences,1,2605,2,Female,66,2,3,Laboratory Technician,1,Married,9952,9056,5,Y,Yes,16,4,3,80,1,0,4,3,0,0,1,0
44,No,Travel_Rarely,874,Research & Development,4,4,Life Sciences,1,2606,4,Male,35,4,2,Research Director,3,Married,7430,9441,4,Y,No,12,3,3,80,0,0,0,2,0,0,3,0
31,No,Travel_Rarely,233,Research & Development,9,4,Life Sciences,1,2607,4,Female,61,3,3,Sales Executive,2,Divorced,11765,21451,4,Y,No,19,4,1,80,0,12,2,3,11,5,6,8
30,No,Non-Travel,656,Research & Development,1,3,Other,1,2608,3,Male,62,3,1,Sales Representative,2,Married,2429,16185,3,Y,No,11,4,1,80,1,12,0,3,12,9,1,0
37,No,Travel_Rarely,948,Research & Development,6,4,Life Sciences,1,2609,3,Female,60,3,2,Manufacturing Director,2,Divorced,7077,17593,3,Y,Yes,13,3,4,80,0,15,2,4,4,3,2,4
23,No,Travel_Frequently,723,Research & Development,15,4,Medical,1,2610,2,Male,34,3,2,Research Director,4,Divorced,8766,10010,0,Y,No,11,4,2,80,1,5,3,3,5,1,0,5
30,No,Travel_Rarely,638,Sales,21,3,Life Sciences,1,2611,4,Male,69,3,3,Research Scientist,2,Divorced,5446,12190,4,Y,No,17,3,4,80,1,12,4,4,0,0,5,0
23,Yes,Travel_Frequently,1499,Research & Development,5,3,Life Sciences,1,2612,2,Female,30,2,2,Human Resources,4,Single,14643,15048,4,Y,No,22,3,1,80,1,5,1,3,5,5,1,0
28,No,Travel_Rarely,648,Human Resources,12,2,Medical,1,2613,2,Male,61,3,3,Manufacturing Director,1,Divorced,7179,14635,2,Y,No,16,3,3,80,0,0,1,3,0,0,9,0
36,No,Travel_Rarely,1102,Human Resources,5,3,Human Resources,1,2614,2,Female,87,2,1,Manager,2,Married,1009,16781,3,Y,No,20,3,3,80,2,0,3,3,0,0,3,0
38,No,Travel_Rarely,922,Research & Development,22,3,Medical,1,2615,1,Male,90,2,4,Research Director,2,Divorced,11299,23436,1,Y,No,15,3,3,80,1,4,4,3,4,4,0,2
36,Yes,Travel_Rarely,102,Research & Development,12,3,Life Sciences,1,2616,3,Female,36,2,3,Laboratory Technician,4,Married,1009,17205,2,Y,No,14,3,3,80,1,18,4,3,13,9,0,8
36,No,Travel_Rarely,1100,Research & Development,13,5,Marketing,1,2617,3,Male,42,3,2,Sales Executive,4,Married,1009,25689,2,Y,No,20,3,4,80,1,15,1,2,15,8,7,0
43,No,Travel_Rarely,588,Research & Development,7,3,Marketing,1,2618,4,Female,68,2,3,Sales Executive,1,Divorced,4832,12538,4,Y,No,14,3,3,80,1,6,2,3,6,6,3,0
21,No,Non-Travel,947,Research & Development,4,3,Medical,1,2619,2,Male,67,3,3,Research Scientist,3,Divorced,11263,11277,0,Y,Yes,17,4,4,80,2,2,3,2,2,0,2,1
49,No,Travel_Rarely,590,Research & Development,10,3,Life Sciences,1,2620,3,Female,65,3,1,Research Scientist,3,Married,1009,14863,0,Y,No,11,3,2,80,0,23,3,3,1,1,1,0
47,No,Travel_Frequently,985,Research & Development,12,3,Life Sciences,1,2621,3,Male,74,3,3,Sales Executive,3,Divorced,10485,17856,4,Y,No,19,3,3,80,1,0,2,2,0,0,5,0
43,No,Travel_Rarely,1102,Sales,19,3,Life Sciences,1,2622,4,Male,56,2,1,Sales Executive,3,Married,2850,11734,2,Y,No,16,3,2,80,0,4,2,3,4,4,0,2
39,No,Travel_Rarely,553,Sales,10,1,Medical,1,2623,2,Male,61,1,2,Laboratory Technician,2,Married,6329,22025,9,Y,No,14,3,3,80,0,21,4,4,7,7,6,6
51,No,Travel_Rarely,634,Research & Development,5,3,Marketing,1,2624,2,Female,44,3,1,Sales Executive,2,Single,8401,2094,3,Y,No,13,3,3,80,0,16,0,3,0,0,3,0
54,No,Travel_Rarely,1184,Research & Development,11,2,Medical,1,2625,4,Male,60,4,2,Research Scientist,4,Single,5338,8826,0,Y,Yes,16,3,2,80,0,0,1,4,0,0,0,0
44,No,Non-Travel,1198,Research & Development,24,3,Medical,1,2626,2,Male,49,3,2,Healthcare Representative,4,Single,5555,5030,0,Y,No,11,3,4,80,0,2,2,2,2,0,0,2
21,No,Travel_Rarely,299,Research & Development,16,2,Medical,1,2627,3,Male,75,4,5,Laboratory Technician,3,Divorced,13608,13587,1,Y,No,20,3,2,80,1,3,1,3,3,3,3,3
36,Yes,Travel_Frequently,625,Research & Development,1,3,Life Sciences,1,2628,3,Female,30,3,2,Sales Executive,4,Married,3425,16321,5,Y,Yes,11,3,4,80,1,6,2,3,6,0,0,6
30,No,Travel_Rarely,1130,Research & Development,2,4,Medical,1,2629,3,Male,70,4,1,Sales Executive,4,Married,8830,7297,2,Y,Yes,15,3,2,80,1,12,0,3,10,2,4,0
34,No,Travel_Rarely,105,Sales,11,5,Marketing,1,2630,1,Female,82,2,2,Manufacturing Director,3,Divorced,11997,26999,4,Y,Yes,13,3,2,80,0,8,3,3,4,1,6,3
54,No,Travel_Rarely,721,Research & Development,7,4,Medical,1,2631,2,Female,74,3,3,Sales Representative,4,Single,2516,19591,2,Y,No,15,3,3,80,1,7,3,3,7,5,2,7
18,No,Travel_Frequently,969,Sales,1,3,Life Sciences,1,2632,3,Female,57,2,3,Laboratory Technician,2,Divorced,1009,11837,0,Y,No,16,3,1,80,1,0,3,2,0,0,3,0
35,No,Travel_Rarely,1141,Research & Development,1,2,Life Sciences,1,2633,4,Female,64,4,1,Laboratory Technician,2,Single,12347,13492,7,Y,No,11,3,3,80,0,0,2,2,0,0,0,0
31,No,Travel_Rarely,950,Human Resources,4,4,Life Sciences,1,2634,4,Male,73,3,2,Laboratory Technician,2,Married,4401,10726,3,Y,No,18,3,2,80,1,13,2,3,1,1,1,1
36,No,Travel_Rarely,704,Research & Development,16,2,Life Sciences,1,2635,4,Male,100,3,1,Sales Representative,1,Married,6327,7347,6,Y,No,21,3,4,80,0,4,2,3,4,4,3,4
31,No,Travel_Frequently,1404,Research & Development,15,2,Life Sciences,1,2636,1,Female,41,2,1,Manufacturing Director,4,Single,10130,7402,3,Y,No,11,3,4,80,0,13,3,3,10,5,0,9
35,No,Travel_Frequently,738,Research & Development,16,2,Other,1,2637,4,Male,65,3,3,Research Scientist,2,Divorced,5369,8001,4,Y,No,13,4,3,80,0,8,3,3,8,5,7,2
37,No,Non-Travel,828,Research & Development,25,2,Medical,1,2638,1,Male,72,3,2,Healthcare Representative,3,Single,9440,14269,0,Y,Yes,16,3,2,80,0,19,3,1,8,8,4,5
33,Yes,Travel_Frequently,535,Research & Development,19,2,Life Sciences,1,2639,2,Female,70,2,2,Research Director,2,Single,6221,26999,3,Y,No,18,3,3,80,2,4,0,2,4,4,9,4
46,Yes,Travel_Frequently,102,Sales,10,4,Life Sciences,1,2640,4,Female,100,2,2,Laboratory Technician,2,Single,9302,12046,7,Y,No,18,3,3,80,1,14,3,4,7,7,8,2
43,No,Travel_Rarely,554,Research & Development,1,2,Life Sciences,1,2641,2,Female,52,3,3,Manufacturing Director,3,Divorced,9738,6024,3,Y,Yes,12,3,3,80,2,0,3,4,0,0,4,0
34,No,Non-Travel,495,Research & Development,14,1,Marketing,1,2642,1,Male,60,1,2,Laboratory Technician,3,Married,10666,10471,0,Y,No,11,3,2,80,0,9,3,3,9,7,5,4
42,Yes,Travel_Rarely,796,Human Resources,8,2,Technical Degree,1,2643,2,Female,65,1,1,Laboratory Technician,2,Married,4786,12660,6,Y,Yes,15,3,3,80,1,6,6,2,6,6,9,6
38,Yes,Travel_Rarely,770,Research & Development,20,2,Life Sciences,1,2644,3,Male,91,3,4,Human Resources,3,Divorced,2424,18793,0,Y,Yes,19,3,3,80,2,2,4,3,2,0,1,2
18,No,Travel_Rarely,1192,Research & Development,13,3,Life Sciences,1,2645,3,Male,64,2,1,Research Director,4,Married,1045,7952,5,Y,No,15,3,3,80,2,0,2,1,0,0,3,0
47,No,Travel_Frequently,1012,Sales,5,4,Technical Degree,1,2646,2,Female,40,2,4,Human Resources,3,Single,1607,19346,0,Y,Yes,13,3,2,80,0,0,4,2,0,0,4,0
40,No,Non-Travel,903,Research & Development,8,4,Life Sciences,1,2647,2,Female,30,3,3,Sales Executive,3,Married,10884,24734,5,Y,Yes,14,3,3,80,1,6,3,2,6,3,0,3
49,Yes,Travel_Frequently,102,Research & Development,11,4,Medical,1,2648,2,Male,36,3,3,Laboratory Technician,4,Divorced,9084,22608,1,Y,No,13,3,2,80,1,6,4,3,6,4,3,5
38,Yes,Non-Travel,837,Research & Development,6,2,Life Sciences,1,2649,3,Female,78,3,4,Laboratory Technician,3,Married,1846,5924,4,Y,Yes,13,3,1,80,0,10,1,3,0,0,1,0
33,No,Travel_Rarely,102,Research & Development,6,3,Life Sciences,1,2650,4,Male,57,4,4,Research Scientist,3,Married,2506,13928,3,Y,Yes,12,3,2,80,0,13,1,3,5,5,2,2
33,No,Travel_Frequently,708,Research & Development,12,1,Other,1,2651,4,Female,86,1,3,Manufacturing Director,3,Married,9914,18007,2,Y,No,20,3,4,80,0,15,5,3,13,10,5,2
41,No,Travel_Rarely,840,Research & Development,5,4,Life Sciences,1,2652,4,Male,49,2,1,Healthcare Representative,3,Divorced,13881,20211,4,Y,Yes,16,3,4,80,1,9,4,3,2,2,8,2
